Year,Pk,Tm,Player,College,Yrs,G,MP...7,PTS...8,TRB...9,AST...10,FG%,3P%,FT%,MP...14,PTS...15,TRB...16,AST...17,WS,WS/48,BPM,VORP
2022,57,POR,Jabari Walker,Colorado,3,188,3068,1167,850,142,0.465,0.318,0.739,16.3,6.2,4.5,0.8,5.1,0.08,-3.3,-1
2022,58,IND,Hugo Besson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,59,MIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,60,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,1,DET,Cade Cunningham,Oklahoma State,4,208,7014,4588,1121,1530,0.446,0.339,0.853,33.7,22.1,5.4,7.4,7,0.048,1,5.2
2021,2,HOU,Jalen Green,NA,4,307,10038,6173,1310,1030,0.422,0.342,0.799,32.7,20.1,4.3,3.4,10.7,0.051,-1.1,2.2
2021,3,CLE,Evan Mobley,USC,4,269,8745,4412,2408,784,0.548,0.315,0.694,32.5,16.4,9,2.9,28.3,0.155,2.3,9.5
2021,4,TOR,Scottie Barnes,Florida State,4,276,9523,4756,2065,1368,0.466,0.3,0.761,34.5,17.2,7.5,5,19.4,0.098,1.7,8.9
2021,5,ORL,Jalen Suggs,Gonzaga,4,211,5580,2598,702,698,0.419,0.329,0.779,26.4,12.3,3.3,3.3,5.6,0.048,-1.1,1.3
2021,6,OKC,Josh Giddey,NA,4,280,8195,3942,2100,1703,0.464,0.33,0.764,29.3,14.1,7.5,6.1,13.9,0.082,1.3,6.8
2021,7,GSW,Jonathan Kuminga,NA,4,258,5672,3225,1037,456,0.507,0.332,0.696,22,12.5,4,1.8,12,0.102,-1,1.4
2021,8,ORL,Franz Wagner,Michigan,4,291,9398,5552,1408,1067,0.474,0.322,0.856,32.3,19.1,4.8,3.7,21.4,0.109,0.8,6.6
2021,9,SAC,Davion Mitchell,Baylor,4,301,6651,2278,533,995,0.442,0.344,0.698,22.1,7.6,1.8,3.3,6,0.043,-3.1,-1.9
2021,10,MEM,Ziaire Williams,Stanford,4,213,4486,1763,675,259,0.421,0.316,0.811,21.1,8.3,3.2,1.2,4.7,0.05,-3.4,-1.6
2021,11,CHO,James Bouknight,UConn,3,79,900,383,133,73,0.363,0.335,0.762,11.4,4.8,1.7,0.9,-0.3,-0.017,-5.9,-0.9
2021,12,SAS,Joshua Primo,Alabama,3,56,1068,318,127,99,0.371,0.3,0.75,19.1,5.7,2.3,1.8,-0.3,-0.011,-5.3,-0.9
2021,13,IND,Chris Duarte,Oregon,4,177,3231,1348,467,231,0.406,0.349,0.813,18.3,7.6,2.6,1.3,1.9,0.028,-3,-0.8
2021,14,GSW,Moses Moody,Arkansas,4,255,4229,1787,570,227,0.449,0.367,0.775,16.6,7,2.2,0.9,8.5,0.097,-1.2,0.8
2021,15,WAS,Corey Kispert,Gonzaga,4,292,7563,3229,822,431,0.474,0.382,0.805,25.9,11.1,2.8,1.5,9.3,0.059,-2.3,-0.6
2021,16,HOU,Alperen Şengün,NA,4,286,8101,4583,2446,1160,0.518,0.272,0.701,28.3,16,8.6,4.1,22.5,0.133,2.7,9.7
2021,17,NOP,Trey Murphy III,Virginia,4,251,6856,3448,976,462,0.454,0.383,0.875,27.3,13.7,3.9,1.8,18.4,0.129,1.3,5.7
2021,18,OKC,Tre Mann,Florida,4,181,3856,1707,513,415,0.411,0.35,0.788,21.3,9.4,2.8,2.3,1.9,0.024,-3.3,-1.2
2021,19,CHO,Kai Jones,Texas,3,107,1081,377,259,44,0.671,0.231,0.682,10.1,3.5,2.4,0.4,2.8,0.126,-1.2,0.2
2021,20,ATL,Jalen Johnson,Duke,4,184,4335,2023,1155,470,0.504,0.323,0.712,23.6,11,6.3,2.6,8.4,0.093,1,3.3
2021,21,LAC,Keon Johnson,Tennessee,4,161,3098,1326,429,313,0.379,0.324,0.765,19.2,8.2,2.7,1.9,-0.3,-0.005,-4.2,-1.7
2021,22,IND,Isaiah Jackson,Kentucky,4,163,2438,1170,697,116,0.595,0.206,0.671,15,7.2,4.3,0.7,7.7,0.151,-0.1,1.1
2021,23,HOU,Usman Garuba,NA,3,105,1228,276,397,82,0.467,0.363,0.625,11.7,2.6,3.8,0.8,2.3,0.09,-1.4,0.2
2021,24,HOU,Josh Christopher,Arizona State,3,152,2189,987,266,231,0.451,0.273,0.737,14.4,6.5,1.8,1.5,0.2,0.003,-3.9,-1.1
2021,25,LAC,Quentin Grimes,Houston,4,243,5945,2525,747,488,0.444,0.375,0.763,24.5,10.4,3.1,2,10.8,0.087,-0.3,2.5
2021,26,DEN,Bones Hyland,VCU,4,186,3174,1762,403,488,0.398,0.364,0.848,17.1,9.5,2.2,2.6,4.3,0.065,-0.9,0.9
2021,27,BRK,Cam Thomas,LSU,4,215,4980,3255,553,442,0.439,0.345,0.86,23.2,15.1,2.6,2.1,5.5,0.053,-1.8,0.3
2021,28,PHI,Jaden Springer,Tennessee,4,110,967,316,152,85,0.409,0.238,0.773,8.8,2.9,1.4,0.8,1.4,0.068,-2.7,-0.2
2021,29,PHO,DayRon Sharpe,UNC,4,191,2771,1237,1079,230,0.55,0.295,0.648,14.5,6.5,5.6,1.2,8.4,0.146,-0.6,1
2021,30,MEM,Santi Aldama,Loyola (MD),4,235,5320,2293,1226,444,0.459,0.345,0.692,22.6,9.8,5.2,1.9,12.2,0.11,0.7,3.6
2021,31,WAS,Isaiah Todd,NA,2,18,135,29,24,8,0.222,0.192,0.5,7.5,1.6,1.3,0.4,-0.3,-0.124,-10.2,-0.3
2021,32,OKC,Jeremiah Robinson-Earl,Villanova,4,197,3474,1191,845,201,0.441,0.342,0.796,17.6,6,4.3,1,5.7,0.079,-2.1,-0.1
2021,33,LAC,Jason Preston,Ohio University,2,21,195,53,39,43,0.4,0.238,0,9.3,2.5,1.9,2,0.1,0.023,-2.6,0
2021,34,OKC,Rokas Jokubaitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,35,NOP,Herbert Jones,Alabama,4,240,7255,2433,915,593,0.477,0.366,0.824,30.2,10.1,3.8,2.5,15.6,0.104,-0.4,3
2021,36,NYK,Miles McBride,West Virginia,4,236,4053,1484,353,414,0.405,0.36,0.78,17.2,6.3,1.5,1.8,7.9,0.093,-0.8,1.2
2021,37,CHO,JT Thor,Auburn,4,185,2261,599,389,90,0.419,0.317,0.651,12.2,3.2,2.1,0.5,1.2,0.026,-4.5,-1.5
2021,38,CHI,Ayo Dosunmu,Illinois,4,279,7814,2856,811,912,0.502,0.361,0.773,28,10.2,2.9,3.3,12.6,0.077,-1.7,0.6
2021,39,SAC,Neemias Queta,Utah State University,4,110,1345,521,400,72,0.627,0,0.713,12.2,4.7,3.6,0.7,5.2,0.186,-0.6,0.5
2021,40,UTA,Jared Butler,Baylor,4,148,2047,990,217,417,0.45,0.341,0.818,13.8,6.7,1.5,2.8,2.5,0.059,-1.5,0.3
2021,41,SAS,Joe Wieskamp,Iowa,2,38,255,70,18,12,0.329,0.309,0.538,6.7,1.8,0.5,0.3,0.1,0.013,-5.3,-0.2
2021,42,DET,Isaiah Livers,Michigan,3,94,2051,581,248,87,0.407,0.358,0.789,21.8,6.2,2.6,0.9,1.6,0.037,-3.2,-0.6
2021,43,NOP,Greg Brown III,Texas,3,70,773,268,163,42,0.424,0.296,0.616,11,3.8,2.3,0.6,0.2,0.015,-5.1,-0.6
2021,44,BRK,Kessler Edwards,Pepperdine,4,178,2255,645,390,111,0.428,0.36,0.786,12.7,3.6,2.2,0.6,2.7,0.058,-2.9,-0.5
2021,45,BOS,Juhann Begarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,46,TOR,Dalano Banton,Nebraska,4,216,3142,1463,482,422,0.402,0.304,0.728,14.5,6.8,2.2,2,2.1,0.032,-1.5,0.4
2021,47,TOR,David Johnson,Louisville,1,2,2,0,0,0,0,0,NA,1,0,0,0,0,-0.495,-27.7,0
2021,48,ATL,Sharife Cooper,Auburn,1,13,39,7,5,5,0.214,0.167,NA,3,0.5,0.4,0.4,-0.2,-0.297,-16.3,-0.1
2021,49,BRK,Marcus Zegarowski,Creighton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,50,PHI,Filip Petrušev,Gonzaga,1,3,10,3,1,0,0.5,NA,0.5,3.3,1,0.3,0,0,0.029,-8,0
2021,51,LAC,Brandon Boston Jr.,Kentucky,4,147,2346,1101,327,176,0.412,0.328,0.781,16,7.5,2.2,1.2,1,0.021,-3.7,-1
2021,52,DET,Luka Garza,Iowa,4,124,973,604,248,53,0.49,0.314,0.699,7.8,4.9,2,0.4,2.9,0.143,-1.9,0
2021,53,PHI,Charles Bassey,Western Kentucky,4,113,1257,488,483,93,0.631,0.231,0.648,11.1,4.3,4.3,0.8,3.8,0.145,0.4,0.8
2021,54,MIL,Sandro Mamukelashvili,Seton Hall,4,191,2199,992,601,181,0.471,0.348,0.731,11.5,5.2,3.1,0.9,5.2,0.113,-0.2,1
2021,55,OKC,Aaron Wiggins,Maryland,4,274,5478,2351,869,368,0.504,0.389,0.794,20,8.6,3.2,1.3,12.9,0.113,-0.9,1.5
2021,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,NA,NA,0.5,3.5,0.5,0,0.5,0,0.164,6,0
2021,57,CHO,Balša Koprivica,Florida State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,58,NYK,Jericho Sims,Texas,4,191,2584,458,755,104,0.714,0,0.585,13.5,2.4,4,0.5,6.9,0.128,-1.7,0.2
2021,59,BRK,RaiQuan Gray,Florida State,2,4,74,39,16,13,0.552,0.417,1,18.5,9.8,4,3.3,0.2,0.149,2.9,0.1
2021,60,MIL,Georgios Kalaitzakis,NA,1,13,213,86,21,12,0.463,0.385,0.467,16.4,6.6,1.6,0.9,-0.1,-0.024,-7,-0.3
2020,1,MIN,Anthony Edwards,Georgia,5,381,13263,9097,2017,1600,0.446,0.364,0.804,34.8,23.9,5.3,4.2,24.8,0.09,1.7,12.3
2020,2,GSW,James Wiseman,Memphis,4,148,2799,1350,830,110,0.56,0.262,0.683,18.9,9.1,5.6,0.7,4.3,0.074,-3.9,-1.4
2020,3,CHO,LaMelo Ball,NA,5,231,7375,4859,1379,1710,0.421,0.365,0.837,31.9,21,6,7.4,13.6,0.089,2.9,9.1
2020,4,CHI,Patrick Williams,Florida State,5,276,7478,2636,1126,404,0.452,0.392,0.769,27.1,9.6,4.1,1.5,8.4,0.054,-2.3,-0.5
2020,5,CLE,Isaac Okoro,Auburn,5,334,8746,2708,930,536,0.467,0.351,0.731,26.2,8.1,2.8,1.6,16,0.088,-2,0
2020,6,ATL,Onyeka Okongwu,USC,5,307,6911,2960,2058,394,0.614,0.322,0.755,22.5,9.6,6.7,1.3,24.9,0.173,0.5,4.4
2020,7,DET,Killian Hayes,NA,5,216,5641,1758,637,1121,0.383,0.281,0.777,26.1,8.1,2.9,5.2,-0.2,-0.002,-3.8,-2.6
2020,8,NYK,Obi Toppin,Dayton,5,362,6238,3074,1231,428,0.523,0.355,0.771,17.2,8.5,3.4,1.2,16.6,0.128,1.1,4.8
2020,9,WAS,Deni Avdija,NA,5,359,9679,4045,2236,1008,0.462,0.337,0.753,27,11.3,6.2,2.8,14.7,0.073,-1,2.5
2020,10,PHO,Jalen Smith,Maryland,5,271,4368,2290,1432,222,0.505,0.332,0.754,16.1,8.5,5.3,0.8,12,0.132,-0.2,2
2020,11,SAS,Devin Vassell,Florida State,5,303,8402,4280,1144,788,0.444,0.369,0.806,27.7,14.1,3.8,2.6,11.9,0.068,-0.5,3.1
2020,12,SAC,Tyrese Haliburton,Iowa State,5,333,10998,5842,1218,2947,0.477,0.392,0.855,33,17.5,3.7,8.8,37.6,0.164,4.8,18.9
2020,13,NOP,Kira Lewis Jr.,Alabama,4,131,1745,687,169,233,0.397,0.294,0.848,13.3,5.2,1.3,1.8,1.3,0.036,-3.5,-0.6
2020,14,BOS,Aaron Nesmith,Vanderbilt,5,288,6177,2570,946,305,0.463,0.385,0.828,21.4,8.9,3.3,1.1,10.5,0.082,-1.9,0.2
2020,15,ORL,Cole Anthony,UNC,5,320,7935,4015,1372,1223,0.419,0.345,0.847,24.8,12.5,4.3,3.8,11,0.066,-0.6,2.9
2020,16,DET,Isaiah Stewart,Washington,5,307,7542,2631,2177,407,0.507,0.345,0.733,24.6,8.6,7.1,1.3,15.4,0.098,-1.7,0.5
2020,17,OKC,Aleksej Pokusevski,NA,4,168,3429,1253,778,327,0.391,0.304,0.702,20.4,7.5,4.6,1.9,-0.2,-0.002,-3.1,-1
2020,18,DAL,Josh Green,Arizona,5,291,6415,1941,777,448,0.482,0.38,0.687,22,6.7,2.7,1.5,9.2,0.069,-2.9,-1.5
2020,19,DET,Saddiq Bey,Villanova,4,292,8804,4103,1532,538,0.408,0.352,0.842,30.2,14.1,5.2,1.8,14.6,0.079,-0.7,2.9
2020,20,MIA,Precious Achiuwa,Memphis,5,320,6396,2420,1813,313,0.484,0.304,0.606,20,7.6,5.7,1,11.8,0.089,-2.3,-0.4
2020,21,PHI,Tyrese Maxey,Kentucky,5,318,10187,6202,952,1403,0.461,0.381,0.866,32,19.5,3,4.4,26.5,0.125,1.3,8.6
2020,22,DEN,Zeke Nnaji,Arizona,5,251,3007,1053,566,100,0.509,0.362,0.653,12,4.2,2.3,0.4,6.7,0.107,-2.6,-0.4
2020,23,MIN,Leandro Bolmaro,NA,2,49,309,56,50,28,0.27,0.227,0.846,6.3,1.1,1,0.6,-0.3,-0.048,-7.8,-0.5
2020,24,MIL,R.J. Hampton,NA,4,170,3116,1155,466,307,0.408,0.338,0.679,18.3,6.8,2.7,1.8,0.8,0.013,-3.8,-1.4
2020,25,NYK,Immanuel Quickley,Kentucky,5,324,8292,4542,1097,1203,0.421,0.375,0.858,25.6,14,3.4,3.7,21.3,0.124,1.2,6.7
2020,26,BOS,Payton Pritchard,Oregon,5,347,7008,3153,952,883,0.454,0.399,0.856,20.2,9.1,2.7,2.5,20.9,0.143,1.2,5.8
2020,27,UTA,Udoka Azubuike,Kansas,4,84,724,256,235,14,0.758,NA,0.444,8.6,3,2.8,0.2,2,0.133,-1.5,0.1
2020,28,MIN,Jaden McDaniels,Washington,5,366,10449,3784,1526,562,0.482,0.348,0.752,28.5,10.3,4.2,1.5,17.9,0.082,-1.8,0.5
2020,29,TOR,Malachi Flynn,San Diego State,5,217,3076,1184,376,414,0.387,0.333,0.747,14.2,5.5,1.7,1.9,2.9,0.045,-2.6,-0.5
2020,30,MEM,Desmond Bane,TCU,5,313,9274,5580,1438,1179,0.472,0.41,0.883,29.6,17.8,4.6,3.8,25.5,0.132,2.4,10.4
2020,31,DAL,Tyrell Terry,Stanford,2,13,59,13,6,6,0.353,0,0.333,4.5,1,0.5,0.5,0,-0.035,-4.8,0
2020,32,CHO,Vernon Carey Jr.,Duke,3,37,187,72,50,5,0.474,0.143,0.654,5.1,1.9,1.4,0.1,0.2,0.058,-6.3,-0.2
2020,33,LAC,Daniel Oturu,Minnesota,2,33,188,63,53,10,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2
2020,34,OKC,Théo Maledon,NA,4,177,3753,1373,489,518,0.372,0.31,0.793,21.2,7.8,2.8,2.9,-0.2,-0.002,-4.6,-2.4
2020,35,MEM,Xavier Tillman Sr.,Michigan State,5,260,4171,1389,978,317,0.509,0.252,0.577,16,5.3,3.8,1.2,10,0.115,-0.1,2
2020,36,DAL,Tyler Bey,Colorado,1,18,71,18,19,3,0.318,0.25,0.6,3.9,1,1.1,0.2,0,-0.033,-9.5,-0.1
2020,37,OKC,Vit Krejci,NA,4,138,2549,770,335,271,0.465,0.394,0.76,18.5,5.6,2.4,2,4,0.076,-2.2,-0.1
2020,38,DET,Saben Lee,Vanderbilt,4,134,1943,697,260,378,0.421,0.271,0.734,14.5,5.2,1.9,2.8,3.5,0.085,-1.4,0.3
2020,39,UTA,Elijah Hughes,Syracuse,2,54,498,157,67,28,0.328,0.28,0.769,9.2,2.9,1.2,0.5,-0.4,-0.039,-6.4,-0.5
2020,40,SAC,Robert Woodard II,Mississippi State,2,25,87,27,27,5,0.278,0.2,0.5,3.5,1.1,1.1,0.2,-0.1,-0.077,-7.7,-0.1
2020,41,SAS,Tre Jones,Duke,5,297,6444,2483,826,1390,0.488,0.311,0.839,21.7,8.4,2.8,4.7,14.5,0.108,-0.5,2.5
2020,42,CHO,Nick Richards,Kentucky,5,257,4662,1878,1518,156,0.64,0.2,0.738,18.1,7.3,5.9,0.6,13.3,0.137,-2.4,-0.5
2020,43,SAC,Jahmius Ramsey,Texas Tech,3,39,349,147,45,21,0.416,0.271,0.68,8.9,3.8,1.2,0.5,-0.1,-0.008,-5.4,-0.3
2020,44,CHI,Marko Simonovic,NA,2,16,55,23,12,0,0.273,0.222,0.692,3.4,1.4,0.8,0,0,-0.026,-12.3,-0.1
2020,45,MIL,Jordan Nwora,Louisville,4,206,3359,1564,659,216,0.433,0.376,0.807,16.3,7.6,3.2,1,3,0.043,-2.8,-0.7
2020,46,POR,CJ Elleby,Washington State,2,88,1366,407,259,97,0.39,0.275,0.717,15.5,4.6,2.9,1.1,0.5,0.018,-5.2,-1.1
2020,47,BOS,Yam Madar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-3.9,-0.2
2020,49,PHI,Isaiah Joe,Arkansas,5,321,5436,2434,643,361,0.431,0.402,0.837,16.9,7.6,2,1.1,13.5,0.119,0.1,2.9
2020,50,ATL,Skylar Mays,LSU,4,105,1111,451,122,182,0.445,0.345,0.859,10.6,4.3,1.2,1.7,2.1,0.092,-0.7,0.4
2020,51,GSW,Justinian Jessup,Boise State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,52,SAC,KJ Martin,NA,5,309,6674,2652,1247,371,0.545,0.329,0.673,21.6,8.6,4,1.2,12.4,0.089,-1.8,0.4
2020,53,WAS,Cassius Winston,Michigan State,2,29,137,55,10,19,0.409,0.435,0.9,4.7,1.9,0.3,0.7,0.1,0.051,-4.9,-0.1
2020,54,IND,Cassius Stanley,Duke,2,33,248,88,39,5,0.36,0.233,0.895,7.5,2.7,1.2,0.2,0,-0.006,-7.9,-0.4
2020,55,LAC,Jay Scrubb,John A. Logan College,3,24,235,97,36,10,0.416,0.313,0.765,9.8,4,1.5,0.4,-0.1,-0.014,-6.6,-0.3
2020,56,CHO,Grant Riller,College of Charleston,1,7,27,18,1,3,0.667,0.5,NA,3.9,2.6,0.1,0.4,0.1,0.177,5.1,0
2020,57,BRK,Reggie Perry,Mississippi State,2,36,398,170,120,26,0.459,0.189,0.679,11.1,4.7,3.3,0.7,0.4,0.048,-5.5,-0.3
2020,58,PHI,Paul Reed,DePaul,5,260,3262,1275,1026,208,0.548,0.305,0.705,12.5,4.9,3.9,0.8,11.5,0.169,0.7,2.2
2020,59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.3,0.1
2020,60,MIL,Sam Merrill,Utah State University,5,173,2820,1133,323,246,0.405,0.386,0.925,16.3,6.5,1.9,1.4,6.8,0.116,0.2,1.5
2019,1,NOP,Zion Williamson,Duke,5,214,6714,5279,1415,920,0.589,0.327,0.689,31.4,24.7,6.6,4.3,24.2,0.173,4.9,11.8
2019,2,MEM,Ja Morant,Murray State,6,307,9801,6942,1448,2267,0.469,0.316,0.766,31.9,22.6,4.7,7.4,24.1,0.118,2.7,11.8
2019,3,NYK,RJ Barrett,Duke,6,387,12814,7293,2150,1276,0.441,0.346,0.697,33.1,18.8,5.6,3.3,13.3,0.05,-1.7,0.9
2019,4,ATL,De'Andre Hunter,Virginia,6,327,9820,4839,1336,497,0.452,0.373,0.819,30,14.8,4.1,1.5,12.1,0.059,-2.6,-1.5
2019,5,CLE,Darius Garland,Vanderbilt,6,382,12693,7204,1015,2558,0.453,0.388,0.867,33.2,18.9,2.7,6.7,24.6,0.093,0.3,7.3
2019,6,MIN,Jarrett Culver,Texas Tech,4,144,2480,934,402,173,0.401,0.276,0.509,17.2,6.5,2.8,1.2,-0.1,-0.001,-4.5,-1.6
2019,7,CHI,Coby White,UNC,6,422,12566,6405,1539,1618,0.433,0.369,0.865,29.8,15.2,3.6,3.8,17.9,0.069,-1.5,1.5
2019,8,NOP,Jaxson Hayes,Texas,6,367,6022,2494,1443,259,0.649,0.261,0.696,16.4,6.8,3.9,0.7,20.1,0.16,-0.4,2.5
2019,9,WAS,Rui Hachimura,Gonzaga,6,337,9345,4318,1638,439,0.496,0.381,0.764,27.7,12.8,4.9,1.3,15.6,0.08,-1.9,0.2
2019,10,ATL,Cam Reddish,Duke,6,254,5876,2151,678,297,0.398,0.322,0.821,23.1,8.5,2.7,1.2,3.3,0.027,-3.1,-1.7
2019,11,PHO,Cameron Johnson,UNC,6,340,9020,4395,1342,664,0.453,0.392,0.851,26.5,12.9,3.9,2,22.9,0.122,1.6,8.2
2019,12,CHO,P.J. Washington,Kentucky,6,390,11917,5121,2282,878,0.448,0.358,0.709,30.6,13.1,5.9,2.3,14.8,0.06,-1.2,2.4
2019,13,MIA,Tyler Herro,Kentucky,6,361,11763,6987,1802,1460,0.448,0.382,0.874,32.6,19.4,5,4,19.9,0.081,0.7,8
2019,14,BOS,Romeo Langford,Indiana,4,141,2268,650,298,97,0.43,0.288,0.659,16.1,4.6,2.1,0.7,2,0.043,-3.4,-0.8
2019,15,DET,Sekou Doumbouya,NA,3,96,1639,542,267,66,0.388,0.256,0.693,17.1,5.6,2.8,0.7,-0.4,-0.013,-6.5,-1.8
2019,16,ORL,Chuma Okeke,Auburn,5,198,4028,1242,751,291,0.387,0.321,0.787,20.3,6.3,3.8,1.5,5,0.06,-1.1,1
2019,17,NOP,Nickeil Alexander-Walker,Virginia Tech,6,381,7942,3258,948,882,0.414,0.36,0.743,20.8,8.6,2.5,2.3,10.2,0.062,-1.2,1.6
2019,18,IND,Goga Bitadze,NA,6,319,4605,1732,1319,370,0.541,0.23,0.662,14.4,5.4,4.1,1.2,14.9,0.155,0.8,3.3
2019,19,SAS,Luka Šamanić,NA,4,86,921,384,210,55,0.411,0.247,0.706,10.7,4.5,2.4,0.6,0,0.001,-5.6,-0.8
2019,20,PHI,Matisse Thybulle,Washington,6,347,7269,1698,710,388,0.438,0.343,0.661,20.9,4.9,2,1.1,14.1,0.093,0.9,5.3
2019,21,MEM,Brandon Clarke,Gonzaga,6,307,6392,3136,1683,409,0.606,0.266,0.698,20.8,10.2,5.5,1.3,24.6,0.185,2.4,7.1
2019,22,BOS,Grant Williams,Tennessee,6,380,8710,2724,1393,552,0.452,0.377,0.774,22.9,7.2,3.7,1.5,15.5,0.085,-1.9,0.3
2019,23,OKC,Darius Bazley,NA,5,237,5536,2113,1244,282,0.414,0.309,0.677,23.4,8.9,5.2,1.2,3.1,0.027,-2.4,-0.6
2019,24,PHO,Ty Jerome,Virginia,6,229,4140,1986,467,648,0.458,0.381,0.85,18.1,8.7,2,2.8,9.9,0.114,0.4,2.5
2019,25,POR,Nassir Little,UNC,5,237,3735,1313,688,170,0.452,0.33,0.735,15.8,5.5,2.9,0.7,4.7,0.061,-2.6,-0.5
2019,26,CLE,Dylan Windler,Belmont,4,101,1090,319,212,78,0.425,0.347,0.8,10.8,3.2,2.1,0.8,1.6,0.072,-1.4,0.2
2019,27,LAC,Mfiondu Kabengele,Florida State,3,55,380,143,81,19,0.383,0.301,0.852,6.9,2.6,1.5,0.3,0.4,0.055,-3.6,-0.2
2019,28,GSW,Jordan Poole,Michigan,6,412,11350,6942,1110,1552,0.422,0.345,0.879,27.5,16.8,2.7,3.8,11.3,0.048,-1.7,0.8
2019,29,SAS,Keldon Johnson,Kentucky,6,370,10600,5761,1992,797,0.467,0.352,0.762,28.6,15.6,5.4,2.2,16.7,0.076,-1.3,1.8
2019,30,CLE,Kevin Porter Jr.,USC,5,271,7410,3779,1120,1243,0.435,0.351,0.734,27.3,13.9,4.1,4.6,6.2,0.04,-1.4,1.2
2019,31,BRK,Nic Claxton,Georgia,6,311,8024,3214,2397,535,0.636,0.2,0.537,25.8,10.3,7.7,1.7,26.1,0.156,1.3,6.8
2019,32,MIA,KZ Okpala,Stanford,4,98,965,222,148,47,0.409,0.286,0.667,9.8,2.3,1.5,0.5,1,0.05,-4.7,-0.7
2019,33,BOS,Carsen Edwards,Purdue,3,72,706,267,79,52,0.364,0.297,0.758,9.8,3.7,1.1,0.7,0.3,0.019,-5.1,-0.5
2019,34,ATL,Bruno Fernando,Maryland,6,220,2326,872,712,161,0.543,0.122,0.653,10.6,4,3.2,0.7,3.8,0.079,-3,-0.6
2019,35,NOP,Didi Louzada,NA,2,12,185,43,20,8,0.326,0.355,1,15.4,3.6,1.7,0.7,-0.1,-0.034,-8.1,-0.3
2019,36,CHO,Cody Martin,Nevada,6,259,5678,1593,961,580,0.436,0.308,0.661,21.9,6.2,3.7,2.2,7.2,0.061,-1.7,0.4
2019,37,DET,Deividas Sirvydis,NA,2,23,160,44,35,6,0.3,0.314,0.5,7,1.9,1.5,0.3,-0.1,-0.032,-5.9,-0.2
2019,38,CHI,Daniel Gafford,Arkansas,6,378,7489,3497,2127,397,0.709,0,0.672,19.8,9.3,5.6,1.1,31.1,0.199,1.9,7.4
2019,39,GSW,Alen Smailagić,NA,2,29,223,87,43,17,0.463,0.304,0.72,7.7,3,1.5,0.6,0.3,0.056,-3.3,-0.1
2019,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.1,-0.2
2019,41,GSW,Eric Paschall,Villanova,3,158,3086,1552,509,214,0.494,0.326,0.758,19.5,9.8,3.2,1.4,5,0.078,-2.2,-0.1
2019,42,WAS,Admiral Schofield,Tennessee,4,131,1372,426,215,78,0.417,0.326,0.782,10.5,3.3,1.6,0.6,1.2,0.043,-4.6,-0.9
2019,43,MIN,Jaylen Nowell,Washington,6,205,3519,1815,445,380,0.442,0.316,0.792,17.2,8.9,2.2,1.9,4.7,0.064,-2.1,-0.1
2019,44,DEN,Bol Bol,Oregon,6,202,2750,1243,709,126,0.545,0.332,0.749,13.6,6.2,3.5,0.6,5,0.088,-0.4,1.1
2019,45,OKC,Isaiah Roby,Nebraska,4,151,2858,1159,667,216,0.485,0.351,0.675,18.9,7.7,4.4,1.4,4,0.068,-2.3,-0.2
2019,46,LAL,Talen Horton-Tucker,Iowa State,6,305,5942,2809,800,852,0.427,0.299,0.771,19.5,9.2,2.6,2.8,6,0.049,-2,0
2019,47,NYK,Ignas Brazdeikis,Michigan,3,64,838,318,122,58,0.416,0.315,0.686,13.1,5,1.9,0.9,0.4,0.024,-4.9,-0.6
2019,48,LAC,Terance Mann,Florida State,6,412,9101,3331,1451,790,0.502,0.372,0.781,22.1,8.1,3.5,1.9,21.5,0.113,-0.8,2.8
2019,49,SAS,Quinndary Weatherspoon,Mississippi State,3,42,272,88,32,24,0.452,0.188,0.826,6.5,2.1,0.8,0.6,0.2,0.03,-5.5,-0.2
